username;mentions
DeBertuzzz;ANanninga
sipkeveen;TinekeSenf
armaganbabaoglu;VVD_Zaanstad
tjeerdrienstra;VVD_Zaanstad
d_heuver;RdeZwart,denuchterheid,LavieJanRoos
Hoezodat105;NOS
HarrevdNat;HielkeBandstra
TinekeSenf;
NL__POLITIEK;
74XcoW8hGh0slen;DucoLam
inge75;roelsint,groenlinks
MrsVenderleek;RdeZwart,denuchterheid,LavieJanRoos
ArmeZeeuw;VVD
ElisabethGroot;VVD_Noord,MinPres
Remember_1096AD;hja2011,PieterOmtzigt
AJoling;nijmko,Ruben_Wassink
VVD_Noord;MinPres
ijscovrouw;TwijfelBewaren
OJongere;VcrWebsite,links_huftertje,valk1955
BvKnippenberg;Kopernek,links_huftertje,JLdBnl
Dhrburggraaf;
FloortjeBellefl;noknokitsme
RinaSchenk;VVD_Zaanstad
WalterMaes2;TjerkBos
celticspike;RdeZwart,sassenvanelsloo,VoorNederland
VVDGilzeRijen;ThierryAartsen
TonvanKesteren1;1Holland
AnonymousNL4U;
EQuerido;PieterOmtzigt
AZickermann;VVD_Zaanstad
jvdhelm;
TonvanKesteren1;truusdemierr
AZickermann;VVDLdamVburg,PDuisenberg,DennisWiersma
HarrieRu;truusdemierr
ChrisQ1933;ANanninga
zwartehoop;VcrWebsite,links_huftertje,valk1955
PolitiekTweetNL;KeesKraanen,hpijper,D66,D66Amersfoort,MinPres
tilned;ANanninga
sycrett;TwijfelBewaren
links_huftertje;VcrWebsite,links_huftertje,valk1955
AZickermann;VVDMiddenNL
hoekschewaard_n;
verkiezingspro;
AZickermann;VVDBilt
Koos_commentaar;
TjerkBos;
AZickermann;VVDMiddenNL
avna81;VVD_Zaanstad
allywiegmanfaas;janlolkema1,aukjedevries,roeloftheun
VVDLdamVburg;PDuisenberg,DennisWiersma
Ru260566;1Holland
vrijdenkend;VcrWebsite,links_huftertje,valk1955
KeesKraanen;hpijper,D66,D66Amersfoort,MinPres
araemaekers;Kopernek,links_huftertje,JLdBnl
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
RyanDriehuys;Kopernek,links_huftertje,JLdBnl
TearSong;
el_vicente;
TwijfelBewaren;
links_huftertje;Kopernek,links_huftertje,JLdBnl
RToulouse;Joop_Langras
HJEG;VVD_Zaanstad
stephanieonclin;VVD_Zaanstad
orthopeer;1Holland
DeRealist2016;kwybes
AZickermann;VVDMiddenNL
idaschrijft;ArjenBaars
AZickermann;vvdoost
Into_Food_;YouTube
AZickermann;VVDMiddenNL,MarielleMellink
GaySayHello;VVD_Achterhoek
Hallyfax;kwybes
Wijdesloten;kwybes
vvdoost;JennyElbertsen,remcovvd,helmanepperus
anon09110;truusdemierr
VictorDoorn;EddieForster
ArjenBaars;
constitutionem;El_Griego79,Boreout
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
AZickermann;VVDBilt
vvdoost;NickDerks
JackPecozi;truusdemierr
AZickermann;VVDMiddenNL
Shamayim2;ErdalBalci9
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
kwybes;
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
verkiezingspro;
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL,VVDpsUtrecht
AZickermann;VVDBilt,CafeMiltenburg
AZickermann;VVDMiddenNL
franswinkler;1Holland
AZickermann;VVDMiddenNL
kwybes;
AZickermann;VVDMiddenNL
AZickermann;VVDBilt
VcrWebsite;links_huftertje,valk1955
AZickermann;VVDMiddenNL
VVD_Zaanstad;
GWvrij;truusdemierr
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL,VVDpsUtrecht
AZickermann;VVDpsUtrecht
Rolien_1;macharoesink
JackPecozi;kwybes
kwybes;nrc
AZickermann;VVDMiddenNL,YouTube
AZickermann;VVDpsUtrecht,VVDpsUtrecht
HansVrijmoed;HofDenHaag
verkiezingspro;
AZickermann;VVDMiddenNL
1Holland;
AZickermann;VVDpsUtrecht
AZickermann;VVDpsUtrecht
AZickermann;VVDpsUtrecht,ArthurKocken
AZickermann;VVDMiddenNL
kwybes;
Viezeman6969;
AZickermann;VVDMiddenNL
AZickermann;VVDMiddenNL,vvd_hdsr
AZickermann;VVDMiddenNL
BFVrijkorps;fvdemocratie
TGIFinBrasil;volkskrant
daltonwz;truusdemierr
SPlochem2;roelsint,groenlinks
LeenZwan;VictorKortijs
Deugstra;
_vvd;
bberp;truusdemierr
SnarfxFrans;MDHeeremans
verkiezingspro;
Phans63;Henk_Haarlem,VVD
MargreetKeesman;Faaz71
RobvanS;Wim_Schellekens,markrutte
Dwalingen;truusdemierr
verkiezingspro;
FlikFluimsnor;VictorKortijs
kwybes;VictorKortijs
bberp;VictorKortijs
MarieJoseGMH;Henk_Haarlem,VVD
Hallyfax;MasterOfGod
mening66;VictorKortijs
ajwillems;Henk_Haarlem,VVD
Hallyfax;springspiritual,DeRealist2016
andre_sieverts;lisetvanvliet,eenvandaag,gijsrademaker
truusdemierr;
celticspike;ANanninga
razzzmat;ncilla,SadetKarabulut
moderndanceman;frenkie4allll
Volledigenaam81;
daltonwz;MoiestMarc
CLINKtoCher;ANanninga
BenneKerver;RdeZwart,denuchterheid,LavieJanRoos
Hallyfax;DeRealist2016
arieLcampesino;PvdA
MoiestMarc;
jjovanos;
kwast66;RdeZwart,denuchterheid,LavieJanRoos
Louis_Bontes;RdeZwart,denuchterheid,LavieJanRoos
LavieJanRoos;RdeZwart,denuchterheid,LavieJanRoos
Rolien_1;monstervanwkoop
JackMarsman;MrsVenderleek
SteegJ;fvdemocratie
RdeZwart;denuchterheid,LavieJanRoos
Groeneveld65;
Atroost3;FritstenHove
BeursBengel;frenkie4allll
ErikV002;MoiestMarc
bberp;reinier63,telegraaf
Volledigenaam81;
reinier63;telegraaf
tgooinieuws;
truuskedenh;reinier63,markrutte
sassenvanelsloo;RdeZwart,sassenvanelsloo,VoorNederland
verkiezingspro;
_vvd;
_vvd;
MDHeeremans;
FlikFluimsnor;
MarcelvanDrune2;B_Beukers,D66
Steam7R;ANanninga
_pvv;
hja2011;PieterOmtzigt
ronblom4;VictorKortijs
_westfriesland;
RdeZwart;sassenvanelsloo,VoorNederland
FritstenHove;bipamsterdam
_urk_nopolder;
LuukDrenthe;
TruidaBoer;ANanninga
bevervaneck;OverdamVan
danielkoerhuis;
remcovvd;JennyElbertsen,remcovvd,helmanepperus
fast_andres;reinier63,telegraaf
ZelYassini;KeesKraanen,VVD
LisaHenegauwen;MoiestMarc
NorbertSplint;
verkiezingspro;
hotzeknotz;
JennyElbertsen;remcovvd,helmanepperus
LPC_Karreman;VVDZuidplas,tamaravanark,VVD
kruidje;roelsint,groenlinks
DeRealist2016;ANanninga
marcellebalk;ANanninga
OverdamVan;
VeggenteRay;ANanninga
MeulM85;VVD,2eKamertweets
Martens_tweets;ANanninga
60_henk;ANanninga
ANanninga;
_vvd;
HansEfde;
bevervaneck;B_Beukers,D66
henkvandeun;VictorKortijs
AJoling;Ruben_Wassink
PaulSolleveld;VVDZuidplas,tamaravanark,VVD
visuele;TPOnl
roelsint;groenlinks
jolanda1253;
GroenLinksKCM;DeLinkerWang,groenlinks
RossiRdam;LadyLove40,pvdmeersch,geertwilderspvv
OJongere;ChezSis64,aisha_30
verkiezingspro;
jolanda1253;
noosevleq;
MoiestMarc;
Joop_Langras;
DeLinkerWang;groenlinks
VVDVelsen;HalbeZijlstra
BenvanBakel;VVD,MinPres
BenvanBakel;VVD,MinPres
piet053;bentualdepineut
KeesKraanen;VVD
verkiezingspro;
BettinghHerm;VictorKortijs
Hoezodat105;NOS
pasvugts;
Je__Zus;GHoogers
LemanVct;GHoogers
DeHelga;LoesjeNL
HollandsVerzet;mwjorritsma
GobyTweets;TPOnl
AadZet;BasDriesen
donkeredagen;Wim_Schellekens,markrutte
y_lammertink;FeinerReinier
marnixtenbrinke;markrutte
MoiestMarc;
visuele;trias_politica,nrc
VVDAmersfoort;ZelYassini,mflikkema,Astrid_Ens,ivo_b
LemanVct;Koos_commentaar,truusdemierr,LemanVct,VVD
verkiezingspro;
leendertdelange;
verkiezingspro;
El_Griego79;FritstenHove
Koos_commentaar;CatoMarks,MHasslacher
FlikFluimsnor;
jandereus1;yvonnekoolhaas
EvelienNetjes;TPOnl
WimSomers;TGIFinBrasil
KireStims47;CaviaLola,jvdgeld
roelsint;
ErikV002;MoiestMarc
hja2011;telegraaf
PaulEMetz;Wim_Schellekens,markrutte
Koos_commentaar;truusdemierr,LemanVct,VVD
_huizenmarkt;
TegenspraakNL;
ohzitdatzo;frenkie4allll
LizetteVisscher;B_Beukers,D66
birdyharry;
VVDStichtseVech;ZelYassini,mflikkema,Astrid_Ens,ivo_b
ivo_b;ZelYassini,mflikkema,Astrid_Ens,ivo_b
MoiestMarc;
veranderwens;FritstenHove
ZelYassini;mflikkema,Astrid_Ens,ivo_b
BettinghHerm;Geemigreerde,Elsevier
Bas_vanderSande;
dronten_nieuws;
TegenspraakNL;
_pvv;
bheermavanvoss;mvdweijden
EvelienNetjes;GWKnottnerus
_vvd;
_vvd;
Wim_Schellekens;markrutte
Henk41948;DeRealist2016
_auto_nieuws;
dadehaas;
RuttenWillem;VictorKortijs
aadvanuffelen;
TegenspraakNL;
jahase;dragonflyer1965
FreeInHart;FritstenHove
_d66;
freedom_first14;maryfloor
cda_nieuws;
_vvd;
KiesKlimaat;
_pvv;
lenescio;
2016groen;reinier63,telegraaf
PaulHaseloop;
MGijzen63;Thijswnl
GWKnottnerus;
VVDZuidplas;tamaravanark,VVD
Zeepertje;VictorKortijs
caroladieudonne;fvdemocratie
Maaikevankaam;MinPres
fd5f688792b2403;BLIKOPENER333
Jdjv14;frenkie4allll
_venlo;
voldringa;VictorKortijs
JoanBerings;roelvanswam,D66,pauladonswijk,APechtold
pewe63;maryfloor
barracudawiep;BLIKOPENER333
_vvd;
alexanderkreule;XandervdWulp,markrutte
JacqNL_;BLIKOPENER333
ChefOltman1;BasDriesen
Prikkel2016;
DeRealist2016;springspiritual,DeRealist2016
tacoold;
FvDfolderaar;
peevanduaaaa;tacoold
tacoold;
dansusnec;VictorKortijs
NL__POLITIEK;RoyBrinkman3
TegenGeleuter;B_Beukers,D66
OccupySchagen;VictorKortijs
MDHeeremans;
daltonwz;VictorKortijs
AZickermann;VVDcampagne2014
AZickermann;VVD_Zaanstad
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,VVDAppingedam,HJDIJKSTRA
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,PVV
AZickermann;VVDcampagne2014,jcmeinen,RonaldVuijk
AZickermann;VVDcampagne2014
coensleddering;B_Beukers,D66
AZickermann;VVDcampagne2014
AZickermann;VVDAmsterdam
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,RTLLateNight,HumbertoTan,VVDRotterdam
AZickermann;VVDcampagne2014,andrevanschie,VVDUtrecht
AZickermann;VVDcampagne2014,nrc
AZickermann;VVDcampagne2014
Grijze_DakDuif;Percolator_HNJ
BLIKOPENER333;
AZickermann;VVDcampagne2014
AZickermann;VVDWaddinxveen,VVDcampagne2014,TonElias,VVDWaddinxveen
marike_kok;fvdemocratie
rogier_tetteroo;van_ette
MarcelCompanjen;
follican;VictorKortijs
AZickermann;VVD_Heemstede,VVDcampagne2014
AZickermann;VVDcampagne2014,POL_Purmerend,VVDPurmerend,VVDPurmerend
AZickermann;vvdhaaren,boyscholtze
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,IngriddeCaluwe
_vvd;
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
LustigNelis;BasDriesen
AZickermann;VVDSitGel
Boeitmenietnu;VictorKortijs
VVDWijchen;NickDerks
AZickermann;VVD_HLMR,VVDcampagne2014
NickDerks;
AZickermann;VVDHeusden
AZickermann;VVDBreda,BredaBuurtP
Groeneveld65;
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,VVDRotterdam,VVDSWFryslan,VVDcampagne2014
AZickermann;VVD_Mid_Drenthe
AZickermann;VVD_Zaanstad
AZickermann;VVDcampagne2014,vvdzaltbommel,vvdzaltbommel
AZickermann;DongenseVVD
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDweert
AZickermann;VVDcampagne2014,Zuid_Holland_
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,andrevanschie
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDSWFryslan
AZickermann;VVDcampagne2014
kadiiravci;
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVD
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,BBnieuws
AZickermann;VVDcampagne2014
alfred_jodokus;bentualdepineut
AZickermann;VVDWoerden,VVDWoerden
AZickermann;VVDSWFryslan,VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
EdZegt;
maryfloor;
jvdhelm;DennisWiersma,PDuisenberg
Marcel_nl;
AZickermann;VVDcampagne2014,vvdkrimpen,tamaravanark,VVDcampagne2014
AZickermann;VVDCranendonck,plusvanmoorsel,VVDcampagne2014
claesqnoll;VictorKortijs
AZickermann;vvdalkmaar,VVD_campagne,VVDcampagne2014
AZickermann;vvdalkmaar,VVD_campagne,VVDcampagne2014,klaasdijkhoff
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
HenkyD;3d1th5,hulswood
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
jolanda63327;maryfloor
AZickermann;VVDcampagne2014
maryfloor;
AZickermann;VVDassen
AZickermann;VVDLeiden
fransweisglas;XandervdWulp,markrutte
AZickermann;VVD_Zaanstad,ZaanstreekDB
AZickermann;VVDcampagne2014
AZickermann;VVDAmsterdam,ericvanderburg
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
rapsapklamotte;telegraaf,MinPres
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,MinPres
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,RTLNieuwsnl
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
PcmPaulien;frenkie4allll
AZickermann;VVD
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014,stefandeprie,VVDAmsterdam
nelkovacevic;BasDriesen
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDAmsterdam
XandervdWulp;markrutte
AZickermann;VVDWaddinxveen,VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
van_ette;
VeldhuisC;BasDriesen
AZickermann;VVDcampagne2014
AZickermann;VVDcampagne2014
AZickermann;VVD
mickeymeat;JCPoiron,telegraaf
ETAHoffmann1;RosierSteven,VVD,geertwilderspvv
maryfloor;
Thorbeckedebat;jaapfun,Thorbeckedebat
jlmmhanssen;vvdbrainport
ahtlam;Nafta78,VVD
DeRealist2016;MasterOfGod
roelvanswam;D66,pauladonswijk,APechtold
MOjongeneel;BasDriesen
tilned;VictorKortijs
mickeymeat;VictorKortijs
MasterOfGod;
vvdbrainport;
oemer1949;BasDriesen
JacquelineWxxx;MasterOfGod
LONRE040;
alfred_jodokus;BasDriesen
WilldoTom;MasterOfGod
mjhjongeneel;BasDriesen
MasterOfGod;
DeBertuzzz;BasDriesen
Erikpiloot;VictorKortijs
LoveIsrael8;frenkie4allll
martinkorporaal;B_Beukers,D66
whoko1979;B_Beukers,D66
doc_damage;frenkie4allll
VictorKortijs;
MariaWvdV;B_Beukers,D66
macharoesink;monstervanwkoop
PdeB1946;volkskrant
Sspringen;
ChantalKok;B_Beukers,D66
macharoesink;TGIFinBrasil
Dwalingen;frenkie4allll
Dave_Ensberg;
frenkie4allll;merelkan,FleurAgemaPVV,Evansteenbergen,nrc
suijkerbuijkjan;B_Beukers,D66
FritsBosch1;macharoesink
RolandDorrestij;BasDriesen
dennisklompmkr;Geemigreerde,Elsevier
_vvd;
JCPoiron;fvdemocratie
PolitwoopsEU;
JackPecozi;frenkie4allll
cmsNetherlands;
TjeerdTeijema;B_Beukers,D66
Edvdijk;gjvu
TonvanKesteren1;VictorKortijs
ErikV002;maryfloor
TonvanKesteren1;maryfloor
Remmelding;Stroopdoos
BasDriesen;
coertarends;B_Beukers,D66
TN_Economie;MrAbbes,erikziengs
Karin_Thomas;MrAbbes,erikziengs
mr_brink;VictorKortijs
justYvon1;VictorKortijs
ZZwiep;VVDWaddinxveen
Stroopdoos;
appeltjeeitje1;
_Erwin;
_vvd;
_vvd;
_vvd;
spdeboorder;B_Beukers,D66
Ria_Mentink;
JuuIdeToeret;thierrybaudet,LavieJanRoos,BartNijman
twobber;KinsellaMusic5,Maikel_PVV,geertwilderspvv
KinsellaMusic5;AadBloem,Derksen_Gelul
_showbizz;
_showbizz;
KinsellaMusic5;
KinsellaMusic5;
RamRam2411;
maryfloor;
mptimmermp;macdocman
Posifoob;frenkie4allll
martinezoun91;
herbertkuiling;macdocman
BeatenWolde;B_Beukers,D66
macdocman;
LeCassius;
KinsellaMusic5;FreeInHart,JoostNiemoller,MinPres
Tweet_Acts;bom_just,D66
celalaltuntas1;Esther_Voet
spacema09104056;R_de_Collier
Boogschutter10;R_de_Collier
jacoblagendijk;Esther_Voet
Kobbei;avanheertum,groenlinks
MeisjeMeisje;avanheertum,groenlinks
indigonl;avanheertum,groenlinks
Veer102827;
CarlaBlokhuis;woukevscherrenb
_Stijlvol_;woukevscherrenb
dwaalhaas;criticalminds4u
valk1955;GerGiessen
bom_just;D66
selim_besiktas;thisisAppa,Nasrdin_Dchar
djbakje;PeterRdeV
henry_meijer;woukevscherrenb
sillybear2014;Esther_Voet
GerGiessen;
JaapLaning;
PhotoDick;Joey77612
vivitrixiebell;mereldev
omacisca;jellehiemstra7
MarianneZondagV;JaapJansen,RTLLateNight,bdossenomgeving
criticalminds4u;
CobyvdHeuvel;woukevscherrenb
humpfs;
KnudStreuer;
KH2606;
MarleentenHove;ArjenvdLinden
abddejong;KarimaSahla,ArnoudvDoorn
ozlemm_m;
RoelSteenge;michielv79
KoffieTwitje;
JoostA;
diggerruiz;ReneMartijn
HamdoDelic;
JohnMursh9;CallingVisser
EdOvermars;TiemenJan
tanwirr_1;verderwellief,tunahankuzu,F_azarkan,selcukozturknl,GladysDENK,StephanvBaarle
KnudStreuer;
avanheertum;groenlinks
ArjenvdLinden;
Joey77612;
OudZuid77;
ArjenRoelofs;
mcleaver;MisterBlok,Art1kel
LeoStaal;
JOLANDAGAAL;
Simone_deBoer;
oemer1949;CallingVisser
michielv79;
LeoStaal;
crottvh;
EdOvermars;
Bugs0o07;
vuurvreter63;videovalley
PeterVermaas9;VNLAmsterdam
roland02021967;svanweyenberg
baggelenwaffel;ReneMartijn
_BDtE_;trgjaski82
jellehiemstra7;jellehiemstra7
jellehiemstra7;
Bill_W_Banks;DenkNL
jellehiemstra7;
HazenbroekJo;CallingVisser
VrijTurkije;Joey77612
SharonPeters;woukevscherrenb
mening66;CallingVisser
ajbeefde;markrutte,jesseklaver
EnzingJackie;svanweyenberg
ajbeefde;
Theol991;FBrand2
FBrand2;
alexboerbooms;
ajbeefde;DenkNL
EltonBackx;HilcoKant
DGNeree;CallingVisser
WimvanWegen;HansOudijk1
HansOudijk1;
mup_ke;VogelvrijeHArts
The2Horses;ReneWijk
GDijk1;CallingVisser
Orhan55;woukevscherrenb
ReneWijk;
Hanco_Hogenbirk;LauraEve
Lawjunky;
bartjanaleman;
MennoBorneman;Kokkens_
NederlandZinkt;dickgennissen
Baldyman990;WarpedEnergy
WarpedEnergy;
Alkmaarderhout;CallingVisser
Yamapama;RMieremet,SLECHTVOLK
dianatyborr;CallingVisser
JohanRoo;CallingVisser
moosje666;CallingVisser
mariettejettie;marcel_postma
Normie_Hunter;CallingVisser
Fidelio_is_weer;CallingVisser
wlevijn;CallingVisser
Tijani_Goullet;pieterhotsesmit
Evita79497112;VictorKortijs
bulazm;
Shahriaropa;
Riettiep;
Stuwie_the_King;
wernerwafelman;Dick_Kalkman,mariannethieme,ncilla
quall22;VictorKortijs
MarianneZondagV;
frits_leensma;CallingVisser
Hansibar1970;woukevscherrenb
evelynhinderink;CallingVisser
evelynhinderink;ReneMartijn
EzmagE;gizemmm1
VosdeChris;DenkNL
ps3trailerstk;
dh_wil;LodewijkA
KatSoykan;Terphuis,LavieJanRoos
margreeth13;Ikdrinkgeenthee,bpschut,LodewijkA
icve94;VictorKortijs
PeterCorbet;VNLAmsterdam
Edward76709061;
fritsmoo;Cemsar,ReneMartijn
Little_one_Ann;Ikdrinkgeenthee,bpschut,LodewijkA
keefje;NUnl
Beezz13;Esther_Voet
MarionAltena;_Bakhtali,enithka
pascal203;
FR_BrianS010;
Ideetje9;pensioenleven
SeculierLiberal;tunahankuzu,DenkNL,facebook
WhiteTrashNL;Cemsar,ReneMartijn
stopnaiviteit;bpschut,LodewijkA
EtiendeBlock;R_de_Collier
HansBoks1;ReneMartijn
gizemmm1;
Tieske1974;woukevscherrenb
Lxske;KIESLIES,SylvanaSimons
cwolffenbuttel;woukevscherrenb
anjatimmer;woukevscherrenb
hoekzema59;
barracudawiep;BLIKOPENER333
Vliegopdemuur;lindaspindas
knuffeldiertje;ReneMartijn
YavuzEmre38;
lindaspindas;
InekeDrenth;
Gerhard2807;geertwilderspvv,tunahankuzu
YavuzEmre38;
rodneyvoortuin;andreasvbeek
BeatleEd;geertwilderspvv,LodewijkA
Voeten1;woukevscherrenb
andreasvbeek;
Moolenbroek;
Eurabie;R_de_Collier
_pvdg;R_de_Collier
SanderBijl;
R_de_Collier;
MrKooistra;
Vikeda;
WallyvanHall;geertwilderspvv
Hipsterleven;
Rene_KPT;CallingVisser
amsant27;loveiseveryhing
corannie;woukevscherrenb
Terphuis;
donconjo;tunahankuzu
WaerdtC;CallingVisser
Dampen2016;Jongderik,RoesMiek
CrusaderDutch;CallingVisser
Kenann1985;loveiseveryhing
Marcelaccra;walhallatrading
TegenDENK;CallingVisser
pd4ejp;woukevscherrenb
nasihmalik313;Cemsar,ReneMartijn
dehoogh;VanWalph,wethouderwitte
Ghostkeel;Cemsar,ReneMartijn
DMWorldLAev;Cemsar,ReneMartijn
NielsdeBoer1981;Cemsar,ReneMartijn
boukie50;Cemsar,ReneMartijn
RemyAMS;Cemsar,ReneMartijn
Joey77612;tunahankuzu
KnibbelK;
DDuffeling;tunahankuzu
EvelienNetjes;CallingVisser
Joey77612;
RichardK1968NL;Dick_Kalkman,mariannethieme,ncilla
Joey77612;
markorie;Dick_Kalkman,mariannethieme,ncilla
RWArmy12;CallingVisser
AJvanGent;
Dampen2016;Cemsar,ReneMartijn
19BiancA08;CallingVisser
Graftakde1e;Cemsar,ReneMartijn
ivanengelshoven;svanweyenberg
Joey77612;
Team_Foxhound;CallingVisser
KBadloe;PownedByUs
ronblom4;CallingVisser
Deregtx;Terphuis,LavieJanRoos
martha7800;Terphuis,LavieJanRoos
Yamapama;
felixdenhartog;woukevscherrenb
JacquesHappe;svanweyenberg
Joost85Designer;KnibbelK
larskockelkoren;VictorKortijs
nl_0223;Cemsar,ReneMartijn
ilhtrm;FunX,tunahankuzu
Correctietik;
TegenDENK;
MarionAltena;Terphuis,LavieJanRoos
PownedByUs;
BerenddeVries;svanweyenberg
Joey77612;
cheechchong0318;ReneMartijn
KnibbelK;
Tiedefokkema;
Muddatrukka;Cemsar,ReneMartijn
RemkoTheulings;Terphuis,LavieJanRoos
illquitto;Cemsar,ReneMartijn
Moniekske0409;Esther_Voet
Terphuis;LavieJanRoos
erikleibbrand;Esther_Voet
deniedhumrights;Elsevier
SISmit;
JohnNagtegaal;VictorKortijs
KlaasPals;svanweyenberg
knorretje666;CallingVisser
fwmgreve;abharteveld,CallingVisser
knorretje666;Cemsar,ReneMartijn
Esther_Voet;
Nomad007_;
harmuuteanske;
TrueStory2Tell;VictorKortijs
JaapElzes;Dick_Kalkman,mariannethieme,ncilla
abharteveld;CallingVisser
paulrikmans;Dick_Kalkman,mariannethieme,ncilla
MariskaElOuni;svanweyenberg
loveiseveryhing;verderwellief,tunahankuzu,F_azarkan,selcukozturknl,GladysDENK,StephanvBaarle
OnTheJazzz;Dick_Kalkman,mariannethieme,ncilla
alletijden;
loveiseveryhing;emrahkaya_kaya
PaulineDuimel;FBrand2
hanswesterbeek;Dick_Kalkman,mariannethieme,ncilla
SaintJoris;Dick_Kalkman,mariannethieme,ncilla
huizer_dennis;JelmerWijnstra
TomV;svanweyenberg
karel_doorn;TekinSuper,DenkNL
D66Smahanssen;svanweyenberg
SMAHanssen;svanweyenberg
FreeAtLiberty;Dick_Kalkman,mariannethieme,ncilla
0nthe_Wall;
karel_doorn;Maghrebi82
deboermariet;Dick_Kalkman,mariannethieme,ncilla
dvdeijk;Dick_Kalkman,mariannethieme,ncilla
RolfHut;Dick_Kalkman,mariannethieme,ncilla
Maurice13031979;
rudolfhugosix;ReneMartijn
ncilla;Dick_Kalkman,mariannethieme,ncilla
Bugs0o07;
alletijden;
Cemsar;ReneMartijn
12Louisvandort;denniskemperman
MartinDijkers;pimr,LavieJanRoos,EWdeVlieger
HansKolthof;ReneMartijn
OkeYou;tunahankuzu
CallingVisser;
Yama_Radfar;FBrand2
princemaurits;
LottieMaeJones;
StefEverts21;ArjanZevenaar
FBrand2;
Windemuller;Goedneergezet
dwarsligger1;
wimgallee;
tontiel;ReneMartijn
karel_doorn;loveiseveryhing
tomvandis;kirstenve_
Sandra_Warren;
kirstenve_;tunahankuzu,LavieJanRoos
bartdewith;VictorKortijs
gjstavorinus;
luis_pels;
Goedneergezet;
wewantmerel;
ArjanZevenaar;
erikjandejong;
pimr;LavieJanRoos,EWdeVlieger
Wceend81;woukevscherrenb
Ton_Verhulst;
nl_0223;YidArmyNL,Cinlizzy
pinolief;VictorKortijs
Heyendael;
petervalk1;VictorKortijs
Nurb;
JonkersNanno;VNLAmsterdam
DeHortOpMetJan;ReneMartijn
walhallatrading;
DuurzameD;
MyopinionNL;telegraaf
BLIKOPENERteam;BLIKOPENER333
louloeber;NUnl
JosSwartjes_SP;
Sjengtown;LavieJanRoos
DbergV;YidArmyNL,Cinlizzy
BLIKOPENER333;
mening66;YidArmyNL,Cinlizzy
TjeerdTeijema;Esther_Voet
Planeetram1964;woukevscherrenb
KeeskEg;wierdduk
YidArmyNL;
BertThonissen;
nataschaadama;
MarianneRouw;
LaMolina20;DenkNL
AitBouayach;
raanzang;woukevscherrenb
d_heuver;VNLAmsterdam
DomiVerhagen;woukevscherrenb
ArjenvdLinden;woukevscherrenb
ajbeefde;
WirShaffenDas;
lngeborg;
AnnoMienie;
ShariLee2;
CircusVoid;
luis_pels;
xxERWINxx;ReneMartijn
ajbeefde;
LeoniekvanderMe;DenkNL
